fid,gid,emd_cd,emd_nm_k,emd_nm_e,sgg_cd,sgg_nm_k,sgg_nm_e,sido_cd,sido_nm_k,sido_nm_e,value,stats_year,raw_d_year,NUMPOINTS,CHARGING,공연시설_공연시설접근성,공시지가_공시지가,도서관_도서관접근성,병원_병원접근성,보건기관_보건기관접근성,생활권공원_생활권공원 접근성,소방서_소방서접근성,인구_인구,주제공원_주제공원접근성,주차장_주차장접근성,체육시설__체육시설접근성,초등학교_초등학교접근성
"5372",다라19ba67bb,"46170360",다시면,Dasi-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.529,"2022","202303",0,0,5.096,14238.62,7.104,12.915,3.574,11.203,12.127,6,12.193,3.542,3.414,3.781
"5373",다라22ba71bb,"46170360",다시면,Dasi-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.323,"2022","202303",0,0,7.104,705,8.856,11.461,3.368,11.714,10.675,,10.739,3.25,3.72,3.282
"5374",다라22ba65bb,"46170360",다시면,Dasi-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.643,"2022","202303",0,0,3.394,16952.25,8.637,16.955,5.771,8.174,11.199,,12.908,5.654,5.039,5.686
"5375",다라17ba67ba,"46170360",다시면,Dasi-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,7.269,"2022","202303",0,0,8.798,16994.72,8.981,14.809,2.996,7.67,13.962,8,17.573,9.655,9.826,7.62
"5376",다라20ba65ab,"46170360",다시면,Dasi-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,4.102,"2022","202303",0,0,3.853,15727.35,9.096,17.414,6.23,8.633,11.658,,14.43,6.113,5.497,6.145
"5377",다라24ba72aa,"46170360",다시면,Dasi-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,6.048,"2022","202303",0,0,8.452,11131.41,5.527,8.131,6.95,8.32,7.303,0,7.027,7.198,7.302,6.864
"5378",다라23ba73aa,"46170360",다시면,Dasi-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,4.892,"2022","202303",0,0,8.673,6814.13,7.597,10.251,4.936,10.391,9.373,,9.098,4.819,5.289,4.851
"5379",다라20ba66ba,"46170360",다시면,Dasi-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.593,"2022","202303",0,0,3.262,17460.94,8.436,16.714,4.173,7.934,12.211,0,13.921,4.141,4.013,4.38
"5380",다라19ba73ab,"46170370",문평면,Munpyeong-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.39,"2022","202303",0,0,12.263,1390.71,2.408,16.993,2.523,10.583,10.637,,16.271,2.703,8.541,2.696
"5381",다라24aa79bb,"46170370",문평면,Munpyeong-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,7.115,"2022","202303",0,0,12.185,692.75,3.157,13.992,5.625,4.772,8.852,,8.785,11.461,11.397,10.146
"5382",다라20ba77ba,"46170370",문평면,Munpyeong-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,6.356,"2022","202303",0,0,13.948,,6.373,18.418,1.595,13.428,13.535,,14.299,6.216,10.565,6.208
"5383",다라20ba75ba,"46170370",문평면,Munpyeong-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.883,"2022","202303",0,0,14.198,1854.01,3.9,18.928,1.925,11.741,11.796,,14.983,3.743,10.474,3.735
"5384",다라20ba74ba,"46170370",문평면,Munpyeong-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.493,"2022","202303",0,0,13.809,1657.14,3.511,18.539,3.758,11.352,11.407,,17.817,3.354,10.085,3.346
